Size,SizeRatio,Top1,Top5,W1,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W2,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W3,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W4,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W5,W50,W51,W52,W53,W54,W6,W7,W8,W9
81343680.0,0.09967449991593116,36.99,63.88,1.0,1.0,1.0,4.0,5.0,6.0,5.0,6.0,4.0,1.0,1.0,5.0,4.0,1.0,2.0,1.0,5.0,6.0,4.0,4.0,3.0,1.0,2.0,1.0,1.0,4.0,6.0,4.0,4.0,3.0,2.0,3.0,1.0,6.0,5.0,6.0,2.0,6.0,5.0,4.0,1.0,3.0,1.0,6.0,6.0,1.0,1.0,5.0,3.0,1.0,3.0,1.0,2.0,1.0
81520576.0,0.09989125947656487,66.79,87.74,5.0,7.0,1.0,1.0,3.0,4.0,4.0,7.0,7.0,3.0,3.0,1.0,1.0,7.0,1.0,1.0,2.0,5.0,2.0,1.0,7.0,2.0,5.0,2.0,5.0,1.0,5.0,3.0,7.0,7.0,6.0,4.0,1.0,3.0,7.0,7.0,6.0,3.0,3.0,2.0,5.0,5.0,1.0,1.0,4.0,6.0,1.0,1.0,3.0,4.0,5.0,6.0,3.0,2.0
80625984.0,0.09879507093150774,62.0,86.27,7.0,1.0,4.0,5.0,4.0,1.0,7.0,4.0,2.0,4.0,7.0,2.0,2.0,3.0,3.0,7.0,1.0,4.0,6.0,4.0,4.0,3.0,2.0,1.0,5.0,3.0,7.0,4.0,1.0,3.0,1.0,4.0,6.0,1.0,4.0,5.0,4.0,1.0,5.0,5.0,3.0,1.0,1.0,1.0,2.0,5.0,1.0,5.0,4.0,1.0,3.0,7.0,2.0,4.0
81601728.0,0.09999069910134184,63.02,85.29,1.0,4.0,6.0,7.0,8.0,3.0,4.0,3.0,6.0,7.0,3.0,8.0,1.0,6.0,1.0,1.0,3.0,2.0,3.0,2.0,5.0,7.0,3.0,1.0,6.0,7.0,1.0,7.0,3.0,6.0,7.0,2.0,1.0,5.0,1.0,2.0,1.0,4.0,3.0,1.0,1.0,1.0,5.0,1.0,7.0,5.0,4.0,6.0,4.0,5.0,6.0,5.0,3.0,1.0
80770240.0,0.09897183505946301,35.09,60.59,1.0,1.0,6.0,5.0,6.0,1.0,3.0,3.0,6.0,1.0,3.0,1.0,6.0,3.0,1.0,2.0,3.0,1.0,3.0,6.0,2.0,1.0,1.0,3.0,1.0,4.0,5.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,2.0,3.0,5.0,3.0,2.0,6.0,2.0,5.0,1.0,3.0,1.0,4.0,5.0,3.0,2.0,1.0,1.0,6.0,4.0,3.0
81485376.0,0.09984812714720578,70.84,90.68,3.0,8.0,6.0,2.0,6.0,7.0,7.0,3.0,8.0,4.0,4.0,7.0,6.0,2.0,8.0,4.0,1.0,6.0,2.0,6.0,6.0,2.0,4.0,1.0,3.0,2.0,7.0,5.0,4.0,5.0,1.0,1.0,5.0,3.0,3.0,7.0,7.0,1.0,6.0,2.0,1.0,1.0,5.0,4.0,6.0,2.0,3.0,2.0,1.0,4.0,6.0,4.0,3.0,6.0
80748096.0,0.0989447009031753,66.49,87.32,3.0,1.0,6.0,6.0,2.0,5.0,1.0,1.0,6.0,1.0,5.0,1.0,4.0,5.0,5.0,6.0,4.0,5.0,4.0,1.0,5.0,1.0,6.0,1.0,3.0,3.0,6.0,1.0,4.0,1.0,4.0,5.0,2.0,4.0,1.0,6.0,5.0,5.0,6.0,5.0,6.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,4.0,4.0,1.0,3.0,1.0,1.0
80814848.0,0.09902649548412354,67.27,88.97,4.0,7.0,7.0,6.0,3.0,1.0,6.0,3.0,4.0,5.0,4.0,5.0,4.0,2.0,5.0,7.0,4.0,7.0,5.0,6.0,3.0,1.0,3.0,6.0,1.0,4.0,5.0,1.0,7.0,7.0,5.0,2.0,1.0,3.0,7.0,3.0,1.0,6.0,1.0,2.0,6.0,2.0,4.0,4.0,5.0,1.0,1.0,4.0,1.0,2.0,2.0,6.0,4.0,4.0
79367296.0,0.09725273725604354,49.77,77.19,6.0,2.0,6.0,6.0,1.0,6.0,4.0,1.0,5.0,1.0,5.0,3.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,3.0,1.0,1.0,6.0,4.0,1.0,6.0,1.0,3.0,5.0,5.0,5.0,1.0,1.0,3.0,2.0,1.0,5.0,4.0,4.0,5.0,4.0,5.0,1.0,1.0,4.0,1.0,5.0,1.0,1.0,3.0,5.0,1.0,1.0
81515264.0,0.0998847504159525,55.22,80.73,4.0,1.0,1.0,7.0,2.0,4.0,4.0,7.0,6.0,4.0,2.0,3.0,7.0,3.0,7.0,1.0,5.0,1.0,3.0,3.0,1.0,3.0,5.0,1.0,1.0,3.0,6.0,7.0,6.0,1.0,3.0,7.0,1.0,1.0,2.0,1.0,2.0,5.0,1.0,1.0,1.0,4.0,5.0,6.0,3.0,1.0,6.0,5.0,3.0,1.0,2.0,3.0,5.0,1.0
81507520.0,0.0998752613034935,48.05,73.45,1.0,1.0,3.0,5.0,3.0,6.0,6.0,4.0,2.0,1.0,5.0,6.0,3.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,4.0,5.0,2.0,5.0,1.0,2.0,4.0,5.0,1.0,4.0,2.0,1.0,5.0,1.0,6.0,1.0,4.0,5.0,5.0,4.0,6.0,3.0,6.0,3.0,1.0,1.0,3.0,2.0
81329280.0,0.09965685487210245,62.16,84.66,6.0,4.0,2.0,5.0,3.0,5.0,4.0,5.0,1.0,6.0,3.0,5.0,7.0,1.0,1.0,5.0,2.0,1.0,5.0,6.0,1.0,5.0,7.0,1.0,4.0,6.0,6.0,2.0,1.0,5.0,1.0,5.0,5.0,2.0,7.0,4.0,1.0,1.0,1.0,4.0,5.0,1.0,1.0,3.0,2.0,5.0,6.0,1.0,1.0,5.0,7.0,2.0,4.0,6.0
81200320.0,0.09949883370181413,50.22,75.46,1.0,1.0,1.0,3.0,1.0,6.0,1.0,3.0,1.0,1.0,3.0,1.0,6.0,4.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,6.0,1.0,3.0,6.0,5.0,3.0,5.0,2.0,1.0,1.0,1.0,3.0,6.0,1.0,5.0,5.0,2.0,5.0,1.0,1.0,5.0,6.0,3.0,4.0,3.0,5.0,3.0,1.0,5.0,1.0,3.0,3.0,1.0
81082752.0,0.09935477172175476,50.22,77.24,2.0,5.0,4.0,5.0,6.0,3.0,6.0,6.0,4.0,7.0,7.0,1.0,2.0,5.0,5.0,6.0,3.0,2.0,6.0,3.0,6.0,1.0,4.0,6.0,7.0,1.0,6.0,2.0,1.0,4.0,6.0,1.0,1.0,7.0,1.0,6.0,1.0,1.0,6.0,1.0,1.0,6.0,6.0,1.0,1.0,3.0,5.0,4.0,1.0,1.0,3.0,5.0,6.0,6.0
79779008.0,0.09775722866471091,50.41,76.53,1.0,4.0,3.0,6.0,4.0,1.0,3.0,2.0,5.0,5.0,3.0,8.0,2.0,4.0,1.0,1.0,4.0,2.0,3.0,1.0,2.0,5.0,5.0,7.0,8.0,2.0,6.0,5.0,8.0,7.0,6.0,1.0,2.0,3.0,3.0,6.0,5.0,8.0,7.0,1.0,5.0,1.0,1.0,2.0,7.0,6.0,1.0,4.0,4.0,1.0,3.0,6.0,8.0,4.0
81500096.0,0.09986616430311958,68.94,89.24,5.0,4.0,7.0,8.0,1.0,7.0,6.0,6.0,2.0,4.0,8.0,3.0,6.0,5.0,7.0,5.0,8.0,2.0,2.0,1.0,2.0,3.0,1.0,7.0,7.0,8.0,1.0,7.0,5.0,5.0,3.0,5.0,3.0,1.0,8.0,3.0,3.0,5.0,6.0,4.0,1.0,2.0,7.0,1.0,7.0,2.0,1.0,1.0,3.0,5.0,4.0,6.0,1.0,7.0
81247360.0,0.09955647417832128,54.61,80.1,6.0,7.0,1.0,6.0,4.0,3.0,6.0,7.0,8.0,6.0,3.0,4.0,4.0,1.0,1.0,4.0,1.0,3.0,5.0,5.0,6.0,1.0,1.0,2.0,3.0,1.0,2.0,6.0,1.0,1.0,2.0,1.0,3.0,2.0,5.0,1.0,5.0,5.0,7.0,5.0,7.0,1.0,4.0,6.0,2.0,1.0,3.0,1.0,1.0,1.0,6.0,2.0,2.0,2.0
81500096.0,0.09986616430311958,46.84,74.44,5.0,1.0,7.0,3.0,1.0,3.0,1.0,3.0,3.0,4.0,4.0,1.0,6.0,3.0,1.0,7.0,1.0,1.0,6.0,7.0,1.0,6.0,6.0,3.0,5.0,2.0,3.0,3.0,6.0,2.0,5.0,5.0,2.0,2.0,4.0,2.0,6.0,1.0,1.0,6.0,6.0,1.0,1.0,1.0,5.0,4.0,1.0,6.0,3.0,1.0,2.0,2.0,3.0,4.0
80899200.0,0.09912985622975133,54.2,80.73,6.0,5.0,1.0,5.0,4.0,2.0,4.0,2.0,5.0,6.0,1.0,1.0,2.0,1.0,6.0,6.0,6.0,1.0,4.0,1.0,5.0,2.0,7.0,4.0,5.0,6.0,2.0,7.0,1.0,5.0,5.0,5.0,5.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,4.0,7.0,5.0,2.0,4.0,4.0,1.0,1.0,3.0,4.0,5.0,7.0
81354304.0,0.09968751803715592,51.4,77.57,3.0,6.0,4.0,1.0,3.0,7.0,2.0,3.0,1.0,2.0,1.0,6.0,7.0,4.0,7.0,1.0,1.0,1.0,4.0,2.0,4.0,6.0,7.0,3.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,5.0,4.0,5.0,2.0,3.0,5.0,1.0,1.0,3.0,4.0,2.0,2.0,6.0,3.0,6.0,2.0,5.0,1.0,1.0,1.0,4.0,1.0,7.0
81419840.0,0.09976782259218085,58.45,82.6,3.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0,6.0,2.0,7.0,3.0,6.0,4.0,1.0,5.0,3.0,1.0,6.0,1.0,1.0,1.0,4.0,1.0,5.0,1.0,1.0,3.0,1.0,4.0,1.0,6.0,2.0,1.0,2.0,6.0,1.0,1.0,2.0,6.0,1.0,6.0,1.0,1.0,4.0,4.0,1.0,3.0,6.0,4.0,7.0,7.0,7.0,5.0
81595520.0,0.09998309212689123,59.67,83.33,6.0,1.0,2.0,1.0,4.0,2.0,1.0,7.0,5.0,3.0,6.0,6.0,1.0,7.0,6.0,6.0,5.0,4.0,7.0,1.0,7.0,1.0,3.0,4.0,5.0,4.0,2.0,3.0,4.0,2.0,7.0,1.0,3.0,6.0,4.0,1.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,4.0,5.0,2.0,6.0,5.0,1.0,1.0,1.0
81501312.0,0.09986765432904289,68.02,88.9,6.0,5.0,2.0,3.0,3.0,5.0,6.0,1.0,2.0,6.0,8.0,8.0,5.0,6.0,8.0,2.0,2.0,4.0,2.0,1.0,1.0,7.0,5.0,5.0,2.0,6.0,1.0,2.0,2.0,7.0,3.0,1.0,7.0,5.0,1.0,8.0,4.0,2.0,5.0,1.0,5.0,1.0,1.0,7.0,3.0,5.0,7.0,1.0,1.0,2.0,6.0,2.0,4.0,6.0
81450496.0,0.09980538692993177,66.15,87.91,8.0,2.0,4.0,1.0,2.0,2.0,4.0,1.0,1.0,5.0,2.0,6.0,4.0,2.0,8.0,8.0,7.0,4.0,8.0,7.0,6.0,3.0,5.0,3.0,3.0,1.0,2.0,5.0,7.0,6.0,1.0,1.0,5.0,1.0,6.0,1.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,8.0,6.0,1.0,1.0,4.0,6.0,1.0,6.0,2.0,5.0
79336640.0,0.09721517291829262,48.16,74.1,1.0,1.0,6.0,5.0,1.0,6.0,7.0,1.0,2.0,7.0,5.0,5.0,3.0,7.0,7.0,1.0,5.0,6.0,5.0,3.0,5.0,1.0,5.0,4.0,7.0,7.0,3.0,1.0,3.0,3.0,2.0,1.0,1.0,7.0,5.0,6.0,1.0,7.0,6.0,1.0,7.0,1.0,7.0,6.0,2.0,2.0,4.0,1.0,2.0,1.0,3.0,4.0,2.0,4.0
79623360.0,0.09756650534652671,45.09,71.38,1.0,1.0,5.0,1.0,1.0,1.0,5.0,4.0,4.0,4.0,4.0,6.0,1.0,2.0,2.0,4.0,3.0,2.0,1.0,3.0,6.0,6.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,6.0,4.0,4.0,6.0,5.0,6.0,2.0,2.0,3.0,1.0,4.0,5.0,5.0,1.0,4.0,3.0,1.0,1.0,4.0,1.0,2.0,1.0,4.0,6.0,4.0
81605824.0,0.09999571813603089,51.68,77.57,1.0,6.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,7.0,4.0,3.0,7.0,3.0,3.0,1.0,1.0,5.0,7.0,7.0,3.0,1.0,6.0,4.0,5.0,3.0,3.0,3.0,6.0,1.0,6.0,3.0,4.0,4.0,3.0,7.0,3.0,7.0,7.0,3.0,7.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0,6.0,1.0,2.0,2.0,1.0,4.0
81606592.0,0.0999966592050351,47.97,75.47,5.0,2.0,1.0,3.0,5.0,2.0,5.0,6.0,3.0,3.0,1.0,4.0,1.0,1.0,5.0,4.0,6.0,5.0,3.0,1.0,3.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,1.0,7.0,1.0,4.0,1.0,1.0,1.0,6.0,2.0,5.0,4.0,6.0,1.0,1.0,6.0,1.0,3.0,1.0,6.0,3.0,1.0,7.0
81181824.0,0.09947616962329635,60.71,85.0,6.0,3.0,6.0,1.0,5.0,3.0,6.0,2.0,5.0,6.0,7.0,6.0,7.0,6.0,4.0,3.0,4.0,7.0,1.0,1.0,5.0,3.0,1.0,1.0,3.0,5.0,3.0,3.0,2.0,3.0,4.0,7.0,7.0,2.0,2.0,1.0,1.0,6.0,5.0,1.0,1.0,5.0,5.0,4.0,2.0,5.0,5.0,3.0,1.0,1.0,7.0,4.0,3.0,5.0
81300608.0,0.09962172162927904,66.57,87.12,6.0,1.0,1.0,3.0,6.0,6.0,4.0,5.0,1.0,6.0,1.0,3.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0,3.0,4.0,5.0,3.0,6.0,2.0,1.0,6.0,1.0,2.0,1.0,4.0,1.0,4.0,3.0,1.0,3.0,3.0,3.0,5.0,3.0,4.0,1.0,3.0,1.0,6.0,4.0,6.0,5.0,1.0,5.0,4.0,4.0,1.0,1.0
81030272.0,0.0992904653398012,68.56,89.32,6.0,5.0,7.0,4.0,3.0,5.0,6.0,4.0,2.0,5.0,3.0,4.0,1.0,1.0,3.0,1.0,6.0,5.0,3.0,4.0,4.0,5.0,2.0,2.0,1.0,4.0,1.0,5.0,2.0,3.0,4.0,5.0,5.0,5.0,1.0,1.0,5.0,1.0,5.0,4.0,1.0,6.0,4.0,1.0,7.0,5.0,1.0,2.0,4.0,3.0,6.0,6.0,3.0,6.0
81310912.0,0.0996343476384187,42.46,69.78,1.0,6.0,6.0,1.0,6.0,5.0,2.0,1.0,2.0,2.0,6.0,6.0,4.0,7.0,1.0,6.0,5.0,6.0,2.0,5.0,2.0,2.0,2.0,5.0,3.0,1.0,3.0,4.0,1.0,6.0,6.0,2.0,4.0,1.0,6.0,7.0,5.0,3.0,1.0,5.0,1.0,3.0,2.0,1.0,7.0,6.0,1.0,6.0,1.0,1.0,7.0,3.0,1.0,1.0
79859264.0,0.09785557037564965,52.12,79.5,3.0,3.0,2.0,5.0,7.0,1.0,6.0,1.0,7.0,3.0,4.0,7.0,4.0,2.0,2.0,1.0,5.0,6.0,1.0,2.0,7.0,4.0,7.0,7.0,6.0,6.0,3.0,4.0,3.0,1.0,4.0,6.0,1.0,2.0,4.0,1.0,1.0,4.0,5.0,5.0,6.0,2.0,1.0,6.0,1.0,2.0,1.0,1.0,2.0,1.0,6.0,5.0,1.0,7.0
80883264.0,0.09911032904791421,70.46,89.98,3.0,7.0,3.0,1.0,1.0,3.0,2.0,1.0,4.0,2.0,7.0,3.0,1.0,1.0,2.0,5.0,6.0,5.0,2.0,1.0,2.0,1.0,4.0,6.0,7.0,6.0,1.0,1.0,1.0,4.0,2.0,3.0,7.0,2.0,6.0,3.0,3.0,1.0,7.0,1.0,5.0,1.0,1.0,2.0,4.0,3.0,6.0,6.0,2.0,4.0,3.0,2.0,4.0,4.0
80744768.0,0.09894062293749044,71.76,91.15,7.0,7.0,4.0,6.0,3.0,1.0,1.0,3.0,4.0,3.0,2.0,6.0,1.0,4.0,4.0,7.0,1.0,6.0,6.0,3.0,3.0,6.0,1.0,6.0,1.0,2.0,6.0,2.0,6.0,7.0,2.0,3.0,3.0,2.0,7.0,5.0,6.0,1.0,5.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,6.0,2.0,1.0,6.0,1.0,7.0,1.0,5.0
80385984.0,0.09850098686769573,63.42,85.35,5.0,4.0,4.0,1.0,1.0,5.0,4.0,3.0,4.0,2.0,1.0,4.0,5.0,5.0,5.0,1.0,1.0,1.0,6.0,5.0,2.0,4.0,1.0,6.0,1.0,6.0,2.0,1.0,1.0,6.0,3.0,3.0,4.0,1.0,3.0,2.0,4.0,2.0,1.0,5.0,1.0,1.0,1.0,5.0,1.0,2.0,5.0,1.0,4.0,4.0,1.0,1.0,6.0,3.0
81603712.0,0.09999313019626935,57.98,81.45,6.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,7.0,6.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,4.0,6.0,5.0,1.0,6.0,1.0,1.0,5.0,5.0,2.0,5.0,3.0,2.0,2.0,1.0,3.0,5.0,6.0,2.0,6.0,3.0,3.0,1.0
80882816.0,0.0991097800909951,64.6,86.76,6.0,4.0,4.0,4.0,1.0,7.0,4.0,6.0,3.0,5.0,1.0,1.0,2.0,1.0,4.0,1.0,3.0,5.0,4.0,2.0,4.0,2.0,5.0,6.0,1.0,4.0,1.0,1.0,5.0,4.0,6.0,5.0,5.0,1.0,2.0,5.0,3.0,5.0,7.0,3.0,6.0,3.0,2.0,3.0,7.0,1.0,6.0,3.0,1.0,1.0,6.0,7.0,4.0,7.0
81468992.0,0.09982805100844955,70.83,90.53,3.0,2.0,5.0,8.0,3.0,6.0,1.0,8.0,2.0,2.0,7.0,4.0,2.0,3.0,1.0,8.0,5.0,8.0,3.0,3.0,1.0,8.0,7.0,3.0,1.0,5.0,6.0,5.0,4.0,1.0,6.0,8.0,1.0,7.0,3.0,7.0,1.0,2.0,3.0,1.0,3.0,5.0,3.0,1.0,4.0,1.0,6.0,6.0,3.0,2.0,7.0,2.0,1.0,4.0
80206976.0,0.09828163936730049,62.97,85.75,6.0,2.0,1.0,1.0,5.0,1.0,3.0,1.0,5.0,4.0,3.0,4.0,6.0,1.0,5.0,6.0,1.0,5.0,4.0,3.0,5.0,3.0,1.0,5.0,1.0,2.0,1.0,6.0,1.0,3.0,5.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,1.0,6.0,6.0,5.0,1.0,6.0,4.0,1.0,2.0,1.0,1.0,5.0,3.0
81509952.0,0.09987824135534012,65.65,87.72,3.0,1.0,6.0,7.0,1.0,2.0,1.0,1.0,1.0,7.0,6.0,1.0,2.0,5.0,1.0,6.0,4.0,6.0,4.0,1.0,2.0,5.0,4.0,5.0,5.0,6.0,4.0,4.0,1.0,6.0,5.0,6.0,4.0,1.0,6.0,1.0,3.0,1.0,2.0,6.0,6.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,6.0,4.0,7.0,6.0,1.0
81157696.0,0.09944660437208112,71.58,90.51,3.0,3.0,3.0,1.0,3.0,4.0,4.0,1.0,7.0,6.0,4.0,6.0,3.0,4.0,5.0,1.0,3.0,6.0,3.0,2.0,5.0,4.0,3.0,3.0,1.0,5.0,2.0,1.0,5.0,4.0,5.0,6.0,4.0,2.0,1.0,1.0,1.0,6.0,5.0,1.0,1.0,1.0,6.0,6.0,3.0,4.0,2.0,2.0,1.0,6.0,1.0,7.0,1.0,1.0
80932416.0,0.0991705574641829,53.7,79.54,3.0,1.0,2.0,1.0,2.0,5.0,5.0,4.0,3.0,1.0,1.0,1.0,1.0,4.0,5.0,3.0,2.0,5.0,1.0,1.0,4.0,1.0,1.0,5.0,1.0,3.0,5.0,4.0,1.0,5.0,3.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0,4.0,4.0,4.0,5.0,3.0,5.0,3.0,1.0,3.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0
81586560.0,0.09997211298850892,58.81,82.61,2.0,3.0,6.0,1.0,3.0,5.0,1.0,4.0,1.0,4.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,3.0,3.0,1.0,7.0,7.0,4.0,5.0,1.0,5.0,3.0,4.0,3.0,1.0,1.0,4.0,6.0,2.0,1.0,2.0,5.0,1.0,6.0,6.0,4.0,1.0,2.0,1.0,2.0,6.0,1.0,2.0,4.0,3.0,6.0,1.0,5.0
