Size,SizeRatio,Top1,Top5,W1,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W2,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W3,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W4,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W5,W50,W51,W52,W53,W54,W6,W7,W8,W9
81310912.0,0.0996343476384187,51.65,77.56,1.0,6.0,4.0,6.0,6.0,6.0,7.0,2.0,3.0,1.0,1.0,1.0,6.0,6.0,1.0,5.0,4.0,5.0,3.0,6.0,3.0,7.0,7.0,5.0,5.0,6.0,4.0,3.0,6.0,3.0,2.0,4.0,1.0,7.0,4.0,4.0,5.0,3.0,1.0,1.0,4.0,1.0,3.0,5.0,4.0,2.0,5.0,4.0,4.0,1.0,3.0,3.0,2.0,5.0
81595968.0,0.09998364108381035,72.07,91.88,3.0,8.0,5.0,4.0,7.0,5.0,6.0,7.0,5.0,7.0,6.0,7.0,4.0,2.0,6.0,1.0,7.0,7.0,5.0,6.0,1.0,2.0,5.0,4.0,1.0,7.0,2.0,5.0,5.0,3.0,4.0,6.0,1.0,1.0,7.0,4.0,7.0,6.0,2.0,4.0,7.0,1.0,2.0,4.0,3.0,1.0,5.0,1.0,2.0,2.0,3.0,2.0,7.0,1.0
81474752.0,0.09983510902598103,62.57,85.54,1.0,5.0,6.0,5.0,2.0,7.0,4.0,1.0,2.0,2.0,7.0,7.0,2.0,1.0,5.0,8.0,6.0,3.0,4.0,3.0,2.0,2.0,1.0,1.0,6.0,6.0,4.0,3.0,1.0,5.0,1.0,1.0,3.0,6.0,4.0,5.0,4.0,5.0,4.0,2.0,5.0,1.0,2.0,3.0,5.0,1.0,4.0,7.0,3.0,2.0,8.0,4.0,2.0,7.0
81328512.0,0.09965591380309825,59.35,82.83,2.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,3.0,7.0,1.0,5.0,3.0,1.0,3.0,2.0,1.0,5.0,6.0,1.0,2.0,4.0,1.0,6.0,2.0,6.0,1.0,3.0,1.0,5.0,1.0,1.0,5.0,1.0,6.0,1.0,1.0,4.0,2.0,1.0,1.0,4.0,3.0,6.0,3.0,4.0,4.0,3.0,4.0,2.0,1.0,4.0,2.0,7.0
80187712.0,0.09825803421977851,64.27,86.61,7.0,3.0,7.0,7.0,1.0,7.0,5.0,1.0,3.0,7.0,5.0,2.0,3.0,2.0,1.0,1.0,7.0,5.0,5.0,8.0,3.0,8.0,8.0,1.0,4.0,2.0,7.0,8.0,4.0,1.0,7.0,8.0,7.0,6.0,3.0,4.0,1.0,1.0,4.0,4.0,2.0,3.0,6.0,2.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,8.0,5.0,8.0
81366144.0,0.09970202618430397,69.57,90.07,6.0,3.0,4.0,3.0,1.0,4.0,1.0,4.0,6.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,6.0,3.0,1.0,2.0,7.0,1.0,3.0,2.0,1.0,6.0,1.0,4.0,3.0,6.0,7.0,3.0,4.0,1.0,3.0,4.0,6.0,1.0,3.0,1.0,6.0,4.0,3.0,6.0,6.0,3.0,4.0,2.0,7.0,7.0,7.0,6.0
81292416.0,0.09961168355990092,62.6,86.29,6.0,6.0,8.0,7.0,8.0,5.0,4.0,8.0,2.0,1.0,3.0,5.0,5.0,6.0,2.0,2.0,4.0,7.0,3.0,3.0,6.0,4.0,7.0,1.0,2.0,4.0,7.0,7.0,1.0,2.0,3.0,2.0,3.0,7.0,6.0,2.0,6.0,4.0,7.0,4.0,1.0,4.0,1.0,3.0,7.0,7.0,1.0,1.0,4.0,1.0,6.0,7.0,6.0,6.0
79522944.0,0.09744346057422776,67.63,89.36,6.0,4.0,7.0,2.0,4.0,1.0,6.0,2.0,4.0,7.0,7.0,1.0,3.0,6.0,4.0,6.0,2.0,2.0,4.0,1.0,5.0,4.0,5.0,2.0,1.0,2.0,7.0,5.0,1.0,5.0,5.0,6.0,2.0,7.0,2.0,4.0,1.0,6.0,6.0,3.0,2.0,7.0,1.0,1.0,2.0,6.0,1.0,1.0,2.0,3.0,4.0,3.0,5.0,2.0
79789184.0,0.09776969782901654,52.84,78.76,6.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,5.0,5.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,4.0,2.0,1.0,3.0,3.0,6.0,3.0,2.0,1.0,1.0,4.0,5.0,2.0,4.0,1.0,5.0,6.0,1.0,1.0,3.0,2.0,1.0,2.0,4.0,5.0,4.0,5.0,4.0,4.0,1.0,4.0,5.0,1.0,6.0,6.0,4.0,6.0
81539840.0,0.09991486462408684,71.77,91.31,4.0,7.0,3.0,8.0,2.0,4.0,2.0,7.0,2.0,1.0,1.0,4.0,7.0,7.0,2.0,2.0,6.0,2.0,3.0,1.0,2.0,4.0,5.0,4.0,1.0,7.0,1.0,5.0,1.0,1.0,1.0,7.0,7.0,1.0,1.0,5.0,5.0,4.0,3.0,1.0,3.0,6.0,1.0,1.0,6.0,5.0,2.0,3.0,5.0,5.0,2.0,2.0,2.0,6.0
81488256.0,0.09985165615597152,63.43,86.0,2.0,5.0,6.0,1.0,6.0,5.0,3.0,8.0,3.0,4.0,6.0,3.0,1.0,6.0,1.0,7.0,3.0,4.0,1.0,7.0,2.0,1.0,6.0,4.0,7.0,1.0,4.0,7.0,5.0,2.0,6.0,7.0,4.0,8.0,5.0,1.0,3.0,3.0,2.0,5.0,1.0,5.0,5.0,1.0,7.0,3.0,7.0,1.0,3.0,1.0,2.0,4.0,4.0,3.0
80615360.0,0.098782052810283,74.7,92.68,5.0,3.0,2.0,4.0,4.0,3.0,7.0,4.0,2.0,1.0,1.0,2.0,1.0,5.0,3.0,6.0,7.0,7.0,1.0,3.0,2.0,4.0,5.0,5.0,7.0,7.0,3.0,3.0,2.0,4.0,3.0,1.0,5.0,7.0,4.0,2.0,4.0,2.0,4.0,1.0,3.0,6.0,7.0,2.0,3.0,3.0,3.0,1.0,5.0,2.0,7.0,4.0,1.0,7.0
80723072.0,0.09891403773812182,67.48,88.63,6.0,1.0,3.0,2.0,1.0,3.0,1.0,3.0,7.0,1.0,1.0,5.0,4.0,4.0,1.0,4.0,2.0,4.0,4.0,1.0,3.0,1.0,1.0,6.0,1.0,3.0,4.0,4.0,2.0,1.0,5.0,5.0,7.0,5.0,6.0,1.0,1.0,4.0,5.0,4.0,1.0,4.0,3.0,1.0,3.0,1.0,6.0,1.0,3.0,6.0,1.0,7.0,3.0,5.0
80327872.0,0.09842977931304472,49.6,76.03,1.0,5.0,1.0,5.0,2.0,5.0,1.0,6.0,5.0,1.0,6.0,3.0,7.0,2.0,1.0,6.0,1.0,4.0,3.0,3.0,2.0,1.0,4.0,6.0,3.0,1.0,3.0,3.0,6.0,5.0,1.0,6.0,6.0,1.0,6.0,4.0,1.0,1.0,6.0,3.0,4.0,5.0,6.0,1.0,7.0,1.0,2.0,3.0,4.0,1.0,3.0,1.0,7.0,1.0
81245376.0,0.09955404308339377,50.49,76.45,1.0,3.0,4.0,1.0,1.0,1.0,3.0,6.0,1.0,4.0,1.0,5.0,3.0,5.0,1.0,4.0,1.0,3.0,4.0,1.0,6.0,6.0,4.0,1.0,5.0,3.0,3.0,4.0,1.0,6.0,3.0,1.0,3.0,1.0,2.0,5.0,2.0,1.0,4.0,1.0,6.0,2.0,1.0,6.0,5.0,1.0,3.0,5.0,4.0,2.0,6.0,1.0,1.0,5.0
80412992.0,0.09853408112767671,69.7,90.11,7.0,2.0,3.0,1.0,1.0,5.0,4.0,4.0,6.0,6.0,3.0,1.0,6.0,6.0,2.0,3.0,4.0,7.0,4.0,1.0,1.0,1.0,7.0,6.0,2.0,4.0,2.0,2.0,1.0,6.0,3.0,3.0,5.0,4.0,5.0,3.0,1.0,4.0,5.0,2.0,3.0,2.0,6.0,6.0,7.0,3.0,1.0,2.0,3.0,2.0,6.0,6.0,5.0,1.0
79826496.0,0.09781541809813718,48.38,74.9,3.0,2.0,4.0,1.0,1.0,3.0,2.0,1.0,6.0,6.0,6.0,2.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,4.0,3.0,3.0,6.0,3.0,2.0,3.0,5.0,2.0,4.0,4.0,5.0,1.0,6.0,4.0,3.0,1.0,1.0,5.0,4.0,4.0,6.0,3.0,1.0,5.0,1.0,1.0,4.0,1.0,1.0,1.0
80454400.0,0.0985848204314864,57.07,82.26,4.0,4.0,5.0,4.0,4.0,1.0,6.0,6.0,5.0,3.0,5.0,4.0,2.0,5.0,1.0,2.0,1.0,1.0,5.0,6.0,1.0,6.0,5.0,1.0,3.0,2.0,7.0,4.0,2.0,3.0,7.0,4.0,1.0,2.0,4.0,6.0,1.0,3.0,1.0,1.0,5.0,1.0,1.0,5.0,6.0,3.0,6.0,5.0,5.0,1.0,7.0,4.0,2.0,6.0
80938944.0,0.0991785565507186,63.86,86.28,5.0,1.0,3.0,2.0,6.0,7.0,3.0,6.0,1.0,1.0,5.0,7.0,3.0,3.0,2.0,1.0,1.0,4.0,6.0,2.0,1.0,2.0,7.0,3.0,1.0,6.0,5.0,1.0,6.0,7.0,2.0,4.0,2.0,6.0,6.0,5.0,3.0,5.0,1.0,4.0,1.0,1.0,5.0,1.0,1.0,4.0,3.0,3.0,6.0,4.0,1.0,2.0,6.0,1.0
80204992.0,0.09827920827237298,62.63,85.25,1.0,5.0,1.0,1.0,5.0,4.0,2.0,3.0,5.0,1.0,1.0,1.0,7.0,5.0,3.0,6.0,1.0,2.0,7.0,2.0,6.0,1.0,3.0,5.0,7.0,2.0,1.0,6.0,7.0,2.0,5.0,5.0,3.0,4.0,4.0,1.0,2.0,6.0,3.0,3.0,4.0,1.0,4.0,2.0,1.0,1.0,4.0,2.0,5.0,4.0,4.0,6.0,3.0,5.0
79910080.0,0.09791783777476078,52.29,77.22,1.0,4.0,5.0,5.0,1.0,6.0,4.0,7.0,4.0,2.0,1.0,5.0,1.0,3.0,5.0,7.0,1.0,4.0,7.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,7.0,5.0,4.0,1.0,6.0,2.0,2.0,3.0,6.0,5.0,1.0,4.0,1.0,3.0,6.0,1.0,5.0,5.0,3.0,1.0,2.0,2.0,1.0,5.0,1.0,5.0,2.0,7.0
81579136.0,0.099963015988135,61.31,85.0,6.0,3.0,7.0,3.0,3.0,6.0,4.0,6.0,6.0,4.0,3.0,1.0,5.0,8.0,4.0,1.0,5.0,7.0,1.0,2.0,2.0,6.0,2.0,4.0,7.0,4.0,3.0,1.0,6.0,2.0,1.0,7.0,2.0,4.0,1.0,1.0,1.0,2.0,4.0,3.0,4.0,7.0,7.0,2.0,4.0,1.0,4.0,1.0,6.0,1.0,2.0,1.0,7.0,4.0
81499328.0,0.09986522323411538,58.02,82.14,1.0,6.0,7.0,7.0,2.0,5.0,3.0,1.0,1.0,6.0,7.0,6.0,1.0,6.0,7.0,3.0,1.0,3.0,5.0,1.0,5.0,2.0,1.0,2.0,2.0,6.0,7.0,7.0,3.0,3.0,2.0,1.0,3.0,5.0,4.0,2.0,4.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,3.0,4.0,1.0,6.0,4.0,4.0,1.0,6.0,5.0,5.0
81406336.0,0.09975127546219036,70.18,90.38,2.0,6.0,2.0,3.0,4.0,6.0,6.0,6.0,7.0,6.0,2.0,7.0,3.0,3.0,3.0,3.0,1.0,3.0,7.0,6.0,6.0,7.0,3.0,3.0,2.0,6.0,4.0,3.0,7.0,1.0,6.0,1.0,7.0,3.0,1.0,2.0,5.0,4.0,3.0,2.0,1.0,6.0,1.0,1.0,8.0,3.0,1.0,3.0,3.0,3.0,6.0,6.0,4.0,7.0
80038272.0,0.0980749178760449,54.32,80.42,2.0,6.0,3.0,8.0,2.0,3.0,8.0,1.0,1.0,1.0,8.0,2.0,4.0,1.0,1.0,4.0,3.0,5.0,3.0,1.0,4.0,8.0,8.0,5.0,7.0,7.0,1.0,8.0,1.0,8.0,6.0,7.0,8.0,2.0,4.0,1.0,1.0,1.0,3.0,2.0,6.0,4.0,4.0,1.0,3.0,4.0,1.0,1.0,6.0,1.0,7.0,4.0,3.0,1.0
80643264.0,0.09881624498410221,49.49,75.49,1.0,1.0,1.0,3.0,4.0,5.0,5.0,5.0,1.0,5.0,7.0,1.0,2.0,6.0,1.0,1.0,2.0,1.0,3.0,4.0,3.0,3.0,3.0,1.0,2.0,4.0,3.0,1.0,6.0,1.0,3.0,2.0,3.0,5.0,5.0,3.0,5.0,4.0,3.0,5.0,3.0,5.0,4.0,4.0,7.0,2.0,1.0,3.0,2.0,1.0,6.0,5.0,5.0,6.0
80968064.0,0.09921423875046112,62.0,85.78,2.0,1.0,1.0,5.0,7.0,5.0,6.0,1.0,4.0,3.0,4.0,3.0,7.0,6.0,3.0,4.0,3.0,4.0,1.0,6.0,3.0,6.0,5.0,3.0,4.0,1.0,4.0,1.0,1.0,2.0,4.0,4.0,5.0,7.0,4.0,3.0,1.0,6.0,1.0,3.0,7.0,7.0,4.0,2.0,1.0,5.0,1.0,1.0,1.0,2.0,2.0,6.0,2.0,6.0
